,rowid,pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_id,default_flag,sy_snum,system_no_of_planets,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,period,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_cmasse,pl_cmassj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,pl_tsystemref,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,sy_refname,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_icmag,sy_tmag,sy_kepmag,rowupdate,pl_pubdate,releasedate,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec
1401,4477,K2-332 b,K2-332,b,,,TIC 330621494,Gaia DR2 607158571490718208,0,1,1,0,0,Transit,2016,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,2016-10,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,17.703,,,,,,,,,,,,,,,,,,2457156.427,BJD,0,0.0,0.6508,1.872,,0.08067,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3266.0,0.29,0.26,,,-2.065,4.94,,15.3632,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h03m31.98s,135.8832666,+14d15m01.80s,14.2504994,35.6162,214.46699,-2.43763,134.14383,18.7823576,-15.4171,-10.728,123.202,8.08949,19.768,,13.501,12.947,12.638,21.2486,18.649,17.219,15.7464,14.9329,12.436,12.292,12.137,8.759,16.4791,,15.155,15.768,18/07/2016,2016-10,18/07/2016,0,0,0,0,0,0
1404,4480,K2-333 b,K2-333,b,,,TIC 330690135,Gaia DR2 607345660265955456,0,1,1,0,0,Transit,2018,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,2018-07,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,14.759595,,5.3,0.47,,,,,,,,,,,,,,,2458097.393,BJD,0,,0.1705,4.1088,,,,,,,,,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,,6070.0,1.19,,,,,4.32,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h07m09.43s,136.7892752,+15d12m20.44s,15.2056765,36.79663,213.80335,-1.27063,134.70826,12.4283066,-5.99612,-10.8862,343.99,2.87877,12.482,12.073,10.941,10.603,10.596,15.1454,12.4886,12.0525,11.9409,13.1653,10.574,10.614,10.585,8.509,11.9866,,11.5559,11.982,26/02/2019,2018-07,26/02/2019,0,0,0,0,0,0
1407,4483,K2-334 b,K2-334,b,,,TIC 330687113,Gaia DR2 610858393758591104,0,1,1,0,0,Transit,2018,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,2018-07,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,5.113823,,5.0,0.4,,,,,,,,,,,,,,,2458096.81,BJD,0,,0.1054,2.1504,,,,,,,,,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,,6890.0,1.41,,,,,4.27,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h05m57.46s,136.4894259,+16d19m31.85s,16.3255146,36.95589,212.37147,-0.28211,134.10807,13.2781203,-9.23781,-9.53789,371.823,2.66126,11.791,11.842,10.501,10.324,10.234,14.7742,11.7009,11.4158,11.3381,12.0484,10.229,10.262,10.26,8.941,11.3479,,10.999,11.402,26/02/2019,2018-07,26/02/2019,0,0,0,0,0,0
1410,4486,K2-335 b,K2-335,b,,,TIC 21247758,Gaia DR2 658060049982487040,0,1,1,0,0,Transit,2016,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,2016-10,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,12.282343,,2.526,0.23,,,,,,,,,,,,,,88.507,2457148.209,BJD,0,,,,19.144527,0.01642,,,,,,,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5985.0,1.41,,0.08,[Fe/H],,4.14,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h37m33.52s,129.3896679,+16d31m19.43s,16.5220648,30.71655,209.07458,-1.93754,127.49825,11.1451596,-7.19136,-8.51463,557.993,1.7642,13.089,12.556,11.586,11.337,11.281,14.8097,12.9148,12.58,12.4892,13.1784,11.261,11.293,11.401,7.952,12.4741,,12.1033,12.486,15/02/2018,2018-03,15/02/2018,0,0,0,0,0,0
1414,4490,K2-336 b,K2-336,b,,,TIC 46382728,Gaia DR2 611580390645372672,0,1,1,0,0,Transit,2016,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,2016-10,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,21.191788,,1.317,0.12,,,,,,,,,,,,,,89.03,2457146.593,BJD,0,,,,29.584661,0.01544,,,,,,,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5277.0,0.78,,-0.2,[Fe/H],,4.54,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h55m21.17s,133.8382032,+16d47m38.64s,16.7940663,34.7715,210.66771,-0.54937,131.5378,41.5810549,31.7323,-26.8709,239.289,4.15077,13.433,12.803,11.291,10.911,10.796,15.6273,13.3251,12.5517,12.3834,14.5894,10.759,10.811,10.774,8.946,12.5114,,12.004,12.529,15/02/2018,2018-03,15/02/2018,0,0,0,0,0,0
1418,4494,K2-337 b,K2-337,b,,,TIC 20484888,Gaia DR2 658978451430055936,0,1,1,0,0,Transit,2016,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,2016-10,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,16.27284,,2.109,0.19,,,,,,,,,,,,,,88.138,2457145.969,BJD,0,,,,14.774552,0.01816,,,,,,,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5656.0,1.06,,-0.28,[Fe/H],,4.23,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h31m02.67s,127.761137,+16d54m01.69s,16.9004702,29.41388,207.9912,-1.95805,125.89246,24.9723271,-6.97314,-23.979,421.636,2.34416,12.941,12.385,11.186,10.895,10.804,15.2253,12.7219,12.3018,12.1947,12.7298,10.787,10.816,10.771,8.563,12.2299,,11.8104,12.253,15/02/2018,2018-03,15/02/2018,0,0,0,0,0,0
1422,4498,K2-338 b,K2-338,b,,,TIC 186814470,Gaia DR2 656201703533465088,1,1,1,0,0,Transit,2016,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,2016-10,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,3.850614,,1.03,0.092,,,,,,,,,,,,,783.0,,2457141.526,BJD,0,0.42,,1.78,15.13,0.0148,,,,,,,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,4558.0,0.63,0.66,-0.23,[Fe/H],,4.65,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h17m26.62s,124.3609294,+17d01m26.96s,17.0241557,26.44954,206.47017,-2.59984,122.69922,59.0822143,-33.7363,-48.5033,156.951,6.34256,14.469,13.322,11.336,10.747,10.613,16.5522,15.9377,13.1178,12.7905,13.1113,10.582,10.609,10.633,8.885,13.0455,,12.3552,13.053,23/08/2021,2021-08,23/08/2021,0,0,0,0,0,0
1425,4501,K2-339 b,K2-339,b,,,TIC 175241633,Gaia DR2 659493675706526848,0,1,1,0,0,Transit,2019,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2019-09,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,19.508,,2.11,0.188,,,,,,,,,,,,,,,2457153.008,BJD,0,,0.1237,3.792,35.6,0.0336,,,,,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.58,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m19.81s,130.082542,+18d41m34.46s,18.6929046,32.12682,206.9914,0.32987,127.58483,3.3156414,-2.0465,-2.6087,360.36,2.74664,15.584,14.487,12.796,12.295,12.173,17.3176,15.2099,14.354,14.31,13.8694,12.114,12.156,12.083,8.848,14.3436,,13.7069,14.313,05/09/2019,2019-09,05/09/2019,0,0,0,0,0,0
1427,4503,K2-34 b,K2-34,b,,,TIC 178217113,Gaia DR2 665757593450097920,0,1,1,0,0,Transit,2016,<a refstr=HIRANO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...825...53H/abstract target=ref>Hirano et al. 2016</a>,2016-07,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2.9956372,,13.7,1.22,,,,,,,,,,,,,,,2457141.351,BJD,0,,0.7493,2.4768,6.515,0.0901,,,,,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,1.4,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h30m18.89s,127.5787231,+22d14m09.31s,22.2359194,31.13427,202.13873,3.17545,124.42775,14.2341494,-14.1957,1.04552,348.646,2.84026,12.019,11.447,10.528,10.258,10.193,15.2228,12.0134,11.477,11.386,13.974,10.174,10.207,10.159,8.342,11.4357,,11.0514,11.441,05/09/2019,2019-09,05/09/2019,0,0,0,0,0,0
1440,4516,K2-340 b,K2-340,b,,,TIC 178246831,Gaia DR2 662705555330268928,0,1,1,0,0,Transit,2016,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,2016-10,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,29.7361,,3.52,0.314,,,,,,,,,,,,,,,2457143.818,BJD,0,,0.0888,5.448,38.2,0.0282,,,,,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,1.14,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h31m44.96s,127.9373409,+19d04m28.51s,19.0745863,30.36616,205.72851,0.1912,125.52417,19.1974116,-2.29614,-19.0596,738.136,1.326,15.03,14.428,12.927,12.491,12.435,,,,,,12.371,12.396,12.075,8.624,14.1327,,13.6324,14.101,05/09/2019,2019-09,05/09/2019,0,0,0,0,0,0
1443,4519,K2-341 b,K2-341,b,,,TIC 175290685,Gaia DR2 661398407803108736,1,1,1,0,0,Transit,2018,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,2018-03,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,36.552551,,3.21,0.286,,,,,,,,,,,,,598.0,,2457152.709,BJD,0,0.41,,6.25,42.13,0.0251,,,,,,,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,5817.0,1.16,0.98,-0.05,[Fe/H],,4.3,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h41m59.33s,130.4971951,+19d54m59.89s,19.9166357,32.92129,205.79387,1.61308,127.64818,15.0962096,-14.2496,4.98442,421.408,2.34466,13.61,12.725,11.516,11.249,11.17,,,,,,11.17,11.206,11.384,8.496,12.5585,,12.1346,12.588,23/08/2021,2021-08,23/08/2021,0,0,0,0,0,0
1446,4522,K2-342 b,K2-342,b,,,TIC 197215129,Gaia DR2 685749360542215296,1,1,1,0,0,Transit,2018,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,2018-07,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,11.561052,,2.03,0.181,,,,,,,,,,,,,861.0,,2458099.107,BJD,1,0.42,,3.73,21.96,0.0155,,,,,,,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,5920.0,1.09,1.01,-0.06,[Fe/H],,4.36,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h52m29.26s,133.1218996,+21d14m19.25s,21.2386816,35.67859,205.27646,3.5399,129.66841,86.9020459,41.99,-76.0842,208.357,4.77093,11.754,11.338,10.084,9.81,9.71,14.4696,11.5699,11.1009,10.9606,13.1543,9.498,9.525,9.613,8.318,11.0702,,10.6535,11.018,23/08/2021,2021-08,23/08/2021,0,0,0,0,0,0
1448,4524,K2-343 b,K2-343,b,,,TIC 197246627,Gaia DR2 685818492336147072,0,1,2,0,0,Transit,2019,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2019-09,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2.78711,,2.0,0.2,,,,,,,,,,,,,,,2457141.324,BJD,0,,0.147,1.728,11.0,0.0362,,,,,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.51,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h56m48.52s,134.2021746,+21d30m09.68s,21.5026882,36.71614,205.36595,4.07059,130.56487,11.4245832,-10.9033,3.41162,166.169,5.98933,18.001,16.01,12.692,12.07,11.855,19.4795,16.8313,15.3926,14.4654,13.9728,11.727,11.658,11.474,8.493,15.1312,,14.0431,14.874,05/09/2019,2019-09,05/09/2019,0,0,0,0,0,0
1450,4526,K2-343 c,K2-343,c,,,TIC 197246627,Gaia DR2 685818492336147072,1,1,2,0,0,Transit,2018,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,2018-07,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,7.676972,,2.02,0.18,,,,,,,,,,,,,465.0,,2457144.625,BJD,0,0.36,,2.2,26.11,0.0402,,,,,,,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,3804.0,0.46,0.49,-0.1,[Fe/H],,4.8,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h56m48.52s,134.2021746,+21d30m09.68s,21.5026882,36.71614,205.36595,4.07059,130.56487,11.4245832,-10.9033,3.41162,166.169,5.98933,18.001,16.01,12.692,12.07,11.855,19.4795,16.8313,15.3926,14.4654,13.9728,11.727,11.658,11.474,8.493,15.1312,,14.0431,14.874,23/08/2021,2021-08,23/08/2021,0,0,0,0,0,0
1453,4529,K2-344 b,K2-344,b,,,TIC 203289099,Gaia DR2 685235991691684352,0,1,1,0,0,Transit,2018,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,2018-07,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,3.3557196,,1.925,0.172,,,,,,,,,,,,34.6,675.0,,2459548.776,BJD,0,,0.106,1.608,,,,,,,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3807.0,0.56,,,,,4.68,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h05m26.76s,136.3614923,+21d40m06.92s,21.6685886,38.67456,205.9637,4.79889,132.44898,29.7043118,14.473,-25.9399,75.1691,13.2747,14.96,13.423,10.496,9.858,9.662,17.044,16.8289,15.6525,14.7603,12.1876,9.563,9.538,9.441,8.379,12.7423,,11.7538,12.731,09/08/2022,2017-07,09/08/2022,0,0,0,0,0,0
1456,4532,K2-345 b,K2-345,b,,,TIC 238608004,Gaia DR2 685979983106267136,1,1,1,0,0,Transit,2016,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,2016-10,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,10.367437,,2.11,0.188,,,,,,,,,,,,,437.0,,2457141.71,BJD,0,0.43,,2.08,36.12,0.0367,,,,,,,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,3779.0,0.52,0.56,0.26,[Fe/H],,4.74,,,,18.47,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m49.82s,132.7075876,+21d47m20.53s,21.7890367,35.48996,204.48349,3.96497,129.14693,59.5287316,-56.2295,-19.5426,162.408,6.12862,17.088,15.72,12.344,11.656,11.46,18.888,16.3987,15.1138,14.0697,13.6059,11.341,11.312,11.351,8.703,14.6951,,13.6347,14.757,23/08/2021,2021-08,23/08/2021,0,0,0,0,0,0
1459,4535,K2-346 b,K2-346,b,,,TIC 14570099,Gaia DR2 677884760027950080,1,1,1,0,0,Transit,2016,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,2016-10,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,26.201446,,2.26,0.202,,,,,,,,,,,,,450.0,,2457164.39,BJD,0,0.42,,3.33,56.68,0.0297,,,,,,,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,4801.0,0.7,0.71,-0.18,[Fe/H],,4.6,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h23m56.76s,125.9864854,+22d39m47.61s,22.663226,29.88541,201.10805,3.23937,122.89434,133.5300878,-126.231,43.5433,105.58,9.4428,13.083,11.903,10.128,9.566,9.501,15.4311,12.631,11.7257,11.4026,11.6292,9.439,9.493,9.436,8.782,11.6828,,11.0384,11.67,23/08/2021,2021-08,23/08/2021,0,0,0,0,0,0
1464,4540,K2-347 b,K2-347,b,,,TIC 14603874,Gaia DR2 678119333962115072,0,1,1,0,0,Transit,2016,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,2016-10,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,7.187,,,,,,,,,,,,,,,,,,2457140.698,BJD,0,0.0,0.1195,2.39112,,0.03458,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4391.0,0.62,0.69,,,-0.894,4.69,,4.1215,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h25m29.44s,126.3726821,+23d17m50.66s,23.2974061,30.42848,200.54899,3.9394,123.09108,52.5481274,-52.1126,6.75149,320.336,3.09328,16.299,15.15,13.052,12.447,12.3,18.2992,15.8662,14.7613,14.3637,14.1528,12.232,12.243,12.16,8.287,14.8131,,14.0838,14.778,18/07/2016,2016-10,18/07/2016,0,0,0,0,0,0
