rowid,pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_id,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_umag,sy_umagerr1,sy_umagerr2,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_imag,sy_imagerr1,sy_imagerr2,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,rowupdate,pl_pubdate,releasedate,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec
356,EPIC 201841433 b,EPIC 201841433,b,,,TIC 380583651,Gaia DR2 3909373932553827072,1,1,1,0,0,Transit,2019,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,2019-07,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp; Fors 2020</a>,4.1698,0.0001,-0.0001,0,0.035,0.0009,-0.001,0,1.04,0.037,-0.032,0,0.093,0.003,-0.003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.001,0.512,-0.557,0,2456811.636,0.0011,-0.0012,0,BJD,0,0.21,0.11,-0.12,0,,,,,,,,,,,,,0.0152,0.0004,-0.0003,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp; Fors 2020</a>,,5053,103,-166,0,0.63,0.04,-0.02,0,0.8,0.08,-0.16,0,0,,,0,[Fe/H],,,,,4.59,0.05,-2.86,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h40m49.62s,175.206752,+06d08m05.33s,6.1348146,63.11979,261.10589,3.72695,173.16633,7.9466943,0.0502461,-0.0502461,-3.95843,0.0658651,-0.0658651,-6.89063,0.0438883,-0.0438883,436.488,8.178001,-7.888,2.26274,0.0418374,-0.0418374,15.919,0.039,-0.039,14.983,0.114,-0.114,13.06,0.023,-0.023,12.49,0.027,-0.027,12.454,0.03,-0.03,,,,,,,,,,,,,,,,12.378,0.023,-0.023,12.421,0.024,-0.024,12.355,0.426,-0.426,8.948,,,14.5885,0.00051,-0.00051,,,,13.957,0.0065,-0.0065,14.571,,,13/11/2020,2020-08,19/11/2020,0,0,0,0,0,0
358,EPIC 205950854 c,K2-168,c,,,TIC 437695245,Gaia DR2 6826271727199243264,1,1,2,0,0,Transit,2019,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,2019-07,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=HEDGES_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...880L...5H/abstract target=ref>Hedges et al. 2019</a>,8.050722,0.000075,-0.000038,0,,,,,1.31,0.144,-0.063,0,0.117,0.013,-0.006,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961,20,-10,0,89.81,0.98,-0.43,0,2456973.765,0.01,-0.0099,0,JD,0,0.064,0.307,-0.141,0,,,,,,,,,16.18,0.36,-0.18,0,0.01258,0.00075,-0.00057,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=HEDGES_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...880L...5H/abstract target=ref>Hedges et al. 2019</a>,,5502.7,101,-50.5,0,0.83,0.09,-0.04,0,0.88,0.06,-0.03,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h12m26.42s,333.1100738,-16d20m30.79s,-16.3418863,-51.71337,40.91076,-4.90552,329.20354,47.271108,0.0971322,-0.0971322,36.7977,0.10712,-0.10712,-29.673,0.0793559,-0.0793559,243.935,4.239,-4.099,4.07235,0.0695159,-0.0695159,12.973,0.051,-0.051,12.365,0.069,-0.069,10.957,0.026,-0.026,10.589,0.023,-0.023,10.549,0.024,-0.024,,,,,,,,,,,,,,,,10.512,0.024,-0.024,10.551,0.022,-0.022,10.422,0.101,-0.101,8.716,,,12.0976,0.000305,-0.000305,,,,11.6244,0.0061,-0.0061,12.105,,,09/08/2019,2019-07,15/08/2019,1,0,0,0,0,0
361,EPIC 206024342 b,EPIC 206024342,b,,,TIC 75266189,Gaia DR2 6839540362940861568,1,1,3,0,0,Transit,2019,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,2019-07,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,4.50756,0.00062,-0.0006,0,,,,,1.7,0.59,-0.31,0,0.152,0.053,-0.028,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2456899.132,0.0026,-0.0027,0,BJD,0,0.7,0.09,-0.1,0,,,,,,,,,,,,,0.0147,0.0012,-0.001,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,,,,,,,0.93,0.08,-0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,-49.1871,42.94366,-2.20455,328.32957,35.632147,0.0583479,-0.0583479,-18.3674,0.0626299,-0.0626299,-30.5334,0.0567188,-0.0567188,369.888,4.99,-4.86,2.67518,0.0357213,-0.0357213,13.798,0.056,-0.056,13.096,0.08,-0.08,11.846,0.022,-0.022,11.533,0.023,-0.023,11.487,0.023,-0.023,,,,,,,,,,,,,,,,11.435,0.023,-0.023,11.495,0.022,-0.022,11.597,0.241,-0.241,8.202,,,12.9682,0.000384,-0.000384,,,,12.516,0.0079,-0.0079,13.046,,,03/06/2019,2019-07,13/06/2019,1,0,0,0,0,0
365,EPIC 206024342 c,EPIC 206024342,c,,,TIC 75266189,Gaia DR2 6839540362940861568,1,1,3,0,0,Transit,2021,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,2021-08,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,0.911724,0.000076,-0.000076,0,,,,,1.4,0.5,-0.5,0,0.125,0.045,-0.045,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.7,9,-9,0,2457016.53,0.0027,-0.0018,0,HJD,0,,,,,,,,,,,,,4.7,0.7,-1,0,0.0117,0.0011,-0.00056,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,,5724,72,-72,0,1.1,0.36,-0.36,0,,,,,-0.22,0.06,-0.06,0,[Fe/H],,,,,4.5,0.1,-0.1,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,-49.1871,42.94366,-2.20455,328.32957,35.632147,0.0583479,-0.0583479,-18.3674,0.0626299,-0.0626299,-30.5334,0.0567188,-0.0567188,369.888,4.99,-4.86,2.67518,0.0357213,-0.0357213,13.798,0.056,-0.056,13.096,0.08,-0.08,11.846,0.022,-0.022,11.533,0.023,-0.023,11.487,0.023,-0.023,,,,,,,,,,,,,,,,11.435,0.023,-0.023,11.495,0.022,-0.022,11.597,0.241,-0.241,8.202,,,12.9682,0.000384,-0.000384,,,,12.516,0.0079,-0.0079,13.046,,,25/10/2021,2021-08,25/10/2021,1,0,0,0,0,0
369,EPIC 206024342 d,EPIC 206024342,d,,,TIC 75266189,Gaia DR2 6839540362940861568,1,1,3,0,0,Transit,2021,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,2021-08,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,14.647531,0.0000041,-0.0000041,0,,,,,2.6,0.9,-0.9,0,0.232,0.08,-0.08,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,2,-1,0,2456985.475,0.0038,-0.0025,0,HJD,0,,,,,,,,,,,,,29,2,-6,0,0.0217,0.0016,-0.00073,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,,5724,72,-72,0,1.1,0.36,-0.36,0,,,,,-0.22,0.06,-0.06,0,[Fe/H],,,,,4.5,0.1,-0.1,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,-49.1871,42.94366,-2.20455,328.32957,35.632147,0.0583479,-0.0583479,-18.3674,0.0626299,-0.0626299,-30.5334,0.0567188,-0.0567188,369.888,4.99,-4.86,2.67518,0.0357213,-0.0357213,13.798,0.056,-0.056,13.096,0.08,-0.08,11.846,0.022,-0.022,11.533,0.023,-0.023,11.487,0.023,-0.023,,,,,,,,,,,,,,,,11.435,0.023,-0.023,11.495,0.022,-0.022,11.597,0.241,-0.241,8.202,,,12.9682,0.000384,-0.000384,,,,12.516,0.0079,-0.0079,13.046,,,25/10/2021,2021-08,25/10/2021,1,0,0,0,0,0
370,EPIC 206032309 b,EPIC 206032309,b,,,TIC 145752628,Gaia DR2 2597400855444243840,1,1,1,0,0,Transit,2019,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,2019-07,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,2.87814,0.00023,-0.00026,0,,,,,1.01,0.24,-0.13,0,0.09,0.021,-0.012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2456899.132,0.0017,-0.0017,0,BJD,0,0.26,0.26,-0.18,0,,,,,,,,,,,,,0.0405,0.0024,-0.0024,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,,,,,,,0.22,0.04,-0.06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h44m57.71s,341.2404563,-13d54m04.04s,-13.9011223,-57.69594,50.70238,-5.52299,337.43296,82.6469435,0.1138122,-0.1138122,-66.1032,0.123333,-0.123333,-49.6073,0.0945735,-0.0945735,161.365,1.793,-1.793,6.1694,0.0683339,-0.0683339,19.028,0.168,-0.168,17.89,0.2,-0.2,13.429,0.024,-0.024,12.859,0.027,-0.027,12.538,0.026,-0.026,,,,,,,,,,,,,,,,12.481,0.024,-0.024,12.35,0.024,-0.024,11.87,,,8.75,,,16.0689,0.00107,-0.00107,,,,14.8945,0.0075682,-0.0075682,15.782,,,03/06/2019,2019-07,13/06/2019,0,0,0,0,0,0
371,EPIC 206042996 b,EPIC 206042996,b,,,TIC 12785571,Gaia DR2 2600942622915012608,1,1,2,0,0,Transit,2019,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,2019-07,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,5.2986,0.0006,-0.0006,0,,,,,1.7,0.2,-0.2,0,0.152,0.018,-0.018,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.5,3,-3,0,2456989.046,0.0053,-0.0047,0,HJD,0,,,,,,,,,,,,,16,3,-4,0,0.0303,0.0041,-0.0025,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,,4114,99,-99,0,0.5,0.04,-0.04,0,,,,,0.006,0.12,-0.12,0,[Fe/H],,,,,4.8,0.05,-0.05,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h30m03.27s,337.5136198,-13d36m36.53s,-13.6101475,-54.37586,48.06541,-3.90104,334.17257,10.4145211,0.1017106,-0.1017106,7.29814,0.104785,-0.104785,-7.42963,0.0986533,-0.0986533,451.769,13.976,-13.176,2.18689,0.0659555,-0.0659555,18.347,0.235,-0.235,16.59,1.133,-1.133,13.964,0.025,-0.025,13.253,0.028,-0.028,13.071,0.033,-0.033,,,,,,,,,,,,,,,,13.04,0.024,-0.024,13.081,0.03,-0.03,11.794,,,8.615,,,15.9752,0.000969,-0.000969,,,,15.1373,0.0077,-0.0077,16.061,,,28/03/2022,2021-08,28/03/2022,0,0,0,0,0,0
375,EPIC 206042996 c,EPIC 206042996,c,,,TIC 12785571,Gaia DR2 2600942622915012608,1,1,2,0,0,Transit,2021,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,2021-08,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,0.354884,0.000063,-0.000063,0,,,,,1.2,0.2,-0.1,0,0.107,0.018,-0.009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.9,20,-10,0,2457007.068,0.002,-0.0017,0,HJD,0,,,,,,,,,,,,,2.6,0.5,-0.5,0,0.0223,0.0026,-0.0013,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,,4114,99,-99,0,0.5,0.04,-0.04,0,,,,,0.006,0.12,-0.12,0,[Fe/H],,,,,4.8,0.05,-0.05,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h30m03.27s,337.5136198,-13d36m36.53s,-13.6101475,-54.37586,48.06541,-3.90104,334.17257,10.4145211,0.1017106,-0.1017106,7.29814,0.104785,-0.104785,-7.42963,0.0986533,-0.0986533,451.769,13.976,-13.176,2.18689,0.0659555,-0.0659555,18.347,0.235,-0.235,16.59,1.133,-1.133,13.964,0.025,-0.025,13.253,0.028,-0.028,13.071,0.033,-0.033,,,,,,,,,,,,,,,,13.04,0.024,-0.024,13.081,0.03,-0.03,11.794,,,8.615,,,15.9752,0.000969,-0.000969,,,,15.1373,0.0077,-0.0077,16.061,,,25/10/2021,2021-08,25/10/2021,0,0,0,0,0,0
377,EPIC 206215704 b,EPIC 206215704,b,,,TIC 38355468,Gaia DR2 2615281560211505408,1,1,1,0,0,Transit,2019,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,2019-07,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,2.255436,0.000091,-0.000091,0,,,,,1,0.1,-0.09,0,0.089,0.009,-0.008,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.9,3,-2,0,2457010.007,0.0018,-0.0016,0,HJD,0,,,,,,,,,,,,,17,3,-4,0,0.0383,0.0036,-0.0024,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,,3297,73,-73,0,0.25,0.01,-0.01,0,,,,,-0.33,0.093,-0.093,0,[Fe/H],,,,,4.9,0.08,-0.08,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h20m22.79s,335.0949721,-09d30m34.96s,-9.5097112,-50.28505,51.97463,0.78076,333.46039,45.9510152,0.1051719,-0.1051719,16.1136,0.111739,-0.111739,-43.0331,0.104218,-0.104218,109.888,1.08,-1.08,9.0727,0.0887447,-0.0887447,19.015,0.163,-0.163,17.83,0.2,-0.2,13.561,0.03,-0.03,12.954,0.025,-0.025,12.767,0.029,-0.029,20.9776,0.12894,-0.12894,18.0959,0.0070587,-0.0070587,16.5649,0.0039952,-0.0039952,15.4462,0.0035488,-0.0035488,14.8072,0.0043312,-0.0043312,12.58,0.024,-0.024,12.404,0.025,-0.025,11.544,,,8.803001,,,16.1722,0.000979,-0.000979,,,,14.9871,0.0077312,-0.0077312,15.598,,,28/03/2022,2021-08,28/03/2022,1,0,0,0,0,0
380,EPIC 206317286 b,EPIC 206317286,b,,,TIC 250956593,Gaia DR2 2621545958991110144,1,1,2,0,0,Transit,2019,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,2019-07,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,1.58252,0.00017,-0.00018,0,,,,,0.96,0.11,-0.15,0,0.086,0.01,-0.013,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2457011.333,0.0024,-0.0024,0,BJD,0,0.57,0.15,-0.24,0,,,,,,,,,,,,,0.0133,0.0014,-0.0012,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,,,,,,,0.71,0.09,-0.03,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h30m28.28s,337.6178427,-07d58m20.84s,-7.972456,-51.54478,56.17023,1.30362,336.34311,58.424872,0.0510191,-0.0510191,57.0952,0.0511842,-0.0511842,-12.3937,0.0473809,-0.0473809,314.35,2.936,-2.882,3.15254,0.029214,-0.029214,15.08,0.037,-0.037,14.005,0.08,-0.08,12.258,0.026,-0.026,11.72,0.021,-0.021,11.635,0.025,-0.025,16.678,0.0074948,-0.0074948,14.5456,0.0025126,-0.0025126,13.694,0.002872,-0.002872,13.4008,0.00244,-0.00244,13.2274,0.002882,-0.002882,11.591,0.023,-0.023,11.66,0.022,-0.022,11.902,0.274,-0.274,8.892,,,13.774,0.000299,-0.000299,,,,13.1461,0.0062,-0.0062,13.806,,,03/06/2019,2019-07,13/06/2019,0,0,0,0,0,0
